station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170614,53.06,73.04,60.26,16.77705,280,38.922756,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170616,57.02,75.02,64.76,18.119214,280,36.90951,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170620,55.94,71.96,63.14,15.211192,280,36.014734,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170627,57.02,66.02,61.7,16.329662,280,33.106712,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170704,57.02,71.96,62.6,12.750558,280,31.093466,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170706,53.96,73.04,59.72,17.224438,280,34.001488,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170707,53.96,80.96,64.04,14.092722,280,35.119958,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170708,55.94,78.98,67.64,13.869028,280,33.106712,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170711,55.04,73.04,61.88,12.30317,280,29.974996,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170716,59,84.02,68.36,13.197946,280,42.054472,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170803,60.98,78.08,68.18,9.171454,280,31.988242,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170804,68,75.92,69.98,12.526864,280,25.053728,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170806,60.98,71.06,64.4,14.987498,280,31.093466,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170810,59,71.06,62.6,15.211192,280,31.093466,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170811,57.92,71.06,62.42,14.54011,280,35.119958,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170823,59,69.98,63.14,11.408394,280,29.974996,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170829,57.92,66.92,61.16,14.987498,280,31.988242,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170830,55.94,69.08,60.62,13.645334,280,31.988242,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170831,55.94,87.98,64.4,6.934514,280,21.922012,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170915,57.92,71.96,63.14,13.869028,280,27.96175,0,0,0
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,20170917,55.94,73.04,62.42,11.632088,280,29.974996,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170106,29.12,50,37.22,3.579104,280,12.079476,,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170201,41,57.92,46.76,4.921268,280,19.908766,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170211,44.96,62.06,53.24,11.408394,280,33.106712,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170317,42.98,78.08,59.18,2.908022,280,10.06623,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170325,50,66.92,55.76,6.934514,280,16.105968,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170413,44.96,66.02,60.26,11.1847,280,35.119958,,0,0.18897648
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170419,44.06,71.96,59,5.144962,280,21.027236,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170426,55.04,71.96,60.98,10.513618,280,23.935258,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170504,60.08,93.92,78.62,6.934514,280,23.040482,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170519,50,93.02,71.24,5.816044,280,21.027236,,,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170524,55.94,91.04,75.02,8.052984,280,19.908766,,,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170528,53.96,87.98,68.72,8.94776,280,21.922012,,,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170609,55.94,78.08,69.08,12.079476,280,35.119958,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170620,69.08,107.96,88.88,8.052984,280,21.922012,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170630,57.02,96.98,73.94,10.289924,280,21.922012,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170701,57.92,89.06,72.5,10.737312,280,23.935258,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170705,60.08,93.92,76.64,8.052984,280,19.01399,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170717,66.92,105.08,86.54,7.82929,280,21.922012,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170719,55.94,98.06,75.92,8.052984,280,21.027236,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170721,57.92,96.98,76.46,7.82929,280,23.040482,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170806,62.96,93.92,77.9,7.605596,280,21.027236,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170814,60.98,86,74.12,13.197946,280,25.948504,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170822,60.08,96.98,73.4,7.158208,280,19.908766,0,0,0.01181103
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170823,60.98,98.06,77.54,9.171454,280,21.027236,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170824,59,93.92,76.64,8.276678,280,23.040482,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170902,68,109.94,87.44,3.802798,280,14.092722,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170908,60.98,91.04,72.32,6.934514,280,21.027236,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170911,69.08,100.94,83.48,5.368656,280,19.908766,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170101,39.02,53.96,,4.47388,280,21.027236,0,0,0.01181103
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170213,42.98,62.06,,2.684328,280,10.961006,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170218,48.02,55.94,,7.82929,280,25.053728,,0,0.14960638
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170505,51.98,69.98,,8.94776,280,23.935258,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170506,51.08,64.04,,8.500372,280,25.053728,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170814,60.98,73.04,,6.71082,280,21.922012,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170318,53.06,69.98,62.06,5.816044,280,19.01399,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170408,44.96,59,52.7,8.052984,280,25.948504,0,0,0.12992133
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170419,46.94,69.98,58.46,6.487126,280,23.935258,,0,0.38976399
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170422,51.08,69.98,62.42,7.82929,280,23.935258,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170425,51.98,69.98,58.64,10.513618,280,23.935258,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170427,50,75.92,61.16,8.052984,280,25.948504,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170501,55.04,91.04,71.96,5.816044,280,23.040482,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170512,51.08,69.08,59.18,12.079476,280,36.014734,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170513,48.92,69.98,58.28,7.82929,280,27.96175,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170527,53.06,77,61.7,9.171454,280,23.040482,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170601,57.92,80.96,68.18,10.961006,280,27.96175,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170610,55.04,75.02,63.32,13.869028,280,29.974996,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170613,53.96,84.02,66.02,7.381902,280,21.027236,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170706,57.92,98.06,75.38,7.381902,280,21.027236,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170716,66.92,105.08,85.64,6.487126,280,21.922012,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170717,68,98.96,85.28,8.724066,280,19.908766,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170723,62.96,100.04,79.7,7.381902,280,21.027236,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170730,57.02,91.94,71.06,7.82929,280,23.040482,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170801,60.08,100.94,75.56,6.487126,280,23.935258,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170803,69.08,98.96,81.32,7.605596,280,25.948504,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170304,39.92,64.04,,4.921268,280,17.000744,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170727,66.92,100.94,,7.605596,280,21.922012,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170805,69.98,96.08,,7.381902,280,42.949248,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170106,32,50,,3.579104,280,14.987498,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170129,33.98,62.06,,1.11847,280,14.092722,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170305,39.92,55.94,,9.618842,280,38.922756,0,0,0.05905515
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170403,50,78.08,,10.737312,280,29.974996,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170512,51.98,73.04,,14.763804,280,31.093466,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170603,64.94,93.92,,8.276678,280,21.922012,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170610,53.96,78.98,,12.30317,280,29.08022,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170113,37.04,55.94,,5.816044,280,16.105968,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170212,41,60.98,,5.59235,280,18.119214,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170213,39.92,59,,3.35541,280,12.079476,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170218,48.02,55.04,,13.42164,280,36.014734,,0,0.01181103
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170226,39.02,57.92,,6.263432,280,19.01399,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170227,44.06,53.96,,7.158208,280,23.935258,,0,0.22047256
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170302,37.04,69.08,,5.368656,280,14.987498,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170303,39.02,64.04,,5.816044,280,16.105968,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170307,39.02,57.92,,5.144962,280,21.027236,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170327,48.92,59,,11.408394,280,36.014734,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170329,46.94,64.94,,5.816044,280,23.040482,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170403,44.96,62.06,,5.816044,280,19.908766,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170409,42.08,57.02,,7.158208,280,19.908766,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170420,51.08,64.04,,6.71082,280,23.040482,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170518,46.94,66.92,,4.250186,280,18.119214,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170601,53.06,68,,6.263432,280,19.01399,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170605,48.92,64.94,,7.605596,280,19.01399,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170612,53.06,62.96,,10.513618,280,25.948504,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170625,53.96,64.94,,7.605596,280,21.027236,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170707,53.06,73.04,,5.144962,280,17.000744,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170711,53.06,66.92,,7.381902,280,19.908766,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170804,64.04,84.02,,4.47388,280,14.987498,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170822,55.94,69.08,,5.816044,280,19.01399,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170824,57.02,66.02,,7.158208,280,18.119214,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170825,53.96,62.96,,4.697574,280,17.000744,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170413,46.04,66.02,57.2,8.500372,280,25.948504,,0,0.03149608
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170507,46.94,60.08,51.62,5.144962,280,21.027236,,0,0.33858286
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170515,46.04,62.06,53.24,12.750558,280,36.014734,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170516,50,64.04,55.22,11.855782,280,29.974996,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170606,51.08,66.02,56.84,6.71082,280,19.908766,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170704,53.96,71.06,60.26,5.144962,280,17.000744,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170718,53.96,78.08,64.76,4.697574,280,19.908766,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170823,57.92,69.98,61.52,6.487126,280,19.908766,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170114,35.06,57.02,,0.671082,280,6.934514,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170127,32,60.98,,1.342164,280,8.94776,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170310,48.92,75.92,,1.342164,280,14.092722,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170312,41,75.92,,3.579104,280,21.027236,0,,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170327,42.98,60.08,,4.697574,280,25.053728,,0,0.01968505
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170330,44.06,64.94,,11.1847,280,33.106712,,0,0.01181103
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170420,46.94,69.08,,3.35541,280,19.01399,,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170616,60.08,89.06,,7.381902,280,25.053728,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170728,57.02,100.04,,3.131716,280,19.01399,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170823,57.02,98.96,,3.35541,280,19.01399,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170902,60.98,111.02,,2.013246,280,19.908766,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170909,57.02,93.92,,2.23694,280,21.027236,0,0,0
WATSONVILLE MUNI AP,CA,36.9358,-121.7886,48.8,20170123,39.92,51.98,,2.908022,280,17.000744,,0,0.35826791
WATSONVILLE MUNI AP,CA,36.9358,-121.7886,48.8,20170424,46.94,62.06,,3.131716,280,16.105968,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170120,44.06,53.06,,9.395148,280,36.014734,,0,1.01181157
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170201,39.92,55.94,,4.026492,280,23.935258,,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170222,37.04,55.94,,8.052984,280,27.066974,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170226,33.08,57.02,,4.026492,280,23.040482,0,0,0.05118113
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170306,39.02,55.94,,4.697574,280,18.119214,,0,0.01968505
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170319,50,69.98,,3.131716,280,19.908766,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170326,48.92,62.06,,6.934514,280,27.96175,0,0,0.0393701
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170409,35.96,64.04,,4.250186,280,19.01399,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170418,48.92,66.92,,4.47388,280,19.908766,,0,0.03149608
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170420,50,69.08,,2.908022,280,17.000744,0,0,0.18897648
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170427,51.98,71.96,,7.605596,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170514,48.02,68,,8.276678,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170517,50,73.04,,7.605596,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170521,53.06,93.02,,5.144962,280,17.000744,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170527,50,75.02,,8.94776,280,21.027236,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170531,53.06,75.92,,8.724066,280,23.040482,0,0,0.03149608
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170602,51.08,87.08,,7.158208,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170605,46.04,89.06,,5.816044,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170606,51.08,80.06,,8.052984,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170607,51.98,78.08,,9.395148,280,23.935258,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170613,48.02,80.06,,5.368656,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170618,66.02,105.08,,4.47388,280,21.027236,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170619,71.96,104,,5.816044,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170620,62.06,98.06,,7.158208,280,23.935258,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170621,57.92,102.92,,5.368656,280,19.908766,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170623,60.98,93.92,,8.724066,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170624,57.92,84.92,,9.842536,280,19.908766,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170625,55.94,80.06,,11.1847,280,27.066974,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170627,55.94,75.92,,10.737312,280,25.053728,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170701,53.06,78.98,,10.06623,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170709,60.98,96.98,,7.605596,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170714,57.02,91.94,,6.487126,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170715,60.08,100.94,,4.697574,280,18.119214,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170717,62.96,96.98,,7.158208,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170726,57.02,89.96,,8.052984,280,19.908766,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170727,59,98.06,,6.263432,280,19.908766,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170801,60.98,100.94,,6.263432,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170807,57.92,80.96,,9.842536,280,23.935258,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170814,60.08,71.96,,12.079476,280,25.948504,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170817,59,87.08,,7.605596,280,21.027236,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170820,59,84.02,,7.82929,280,23.040482,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170821,59,82.04,,10.961006,280,21.922012,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170914,59,75.02,,11.855782,280,23.935258,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170111,46.04,57.02,,5.368656,280,19.01399,,,0.0787402
SAN JOSE,CA,37.3592,-121.9239,15.5,20170115,39.92,53.96,,3.35541,280,10.06623,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170319,53.96,71.06,,3.579104,280,19.01399,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170330,51.98,66.02,,12.974252,280,31.093466,,,0.01181103
SAN JOSE,CA,37.3592,-121.9239,15.5,20170401,48.92,78.98,,4.921268,280,21.922012,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170429,53.06,78.98,,8.276678,280,29.974996,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170504,57.92,78.98,,8.052984,280,21.922012,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170506,51.08,64.04,,9.171454,280,25.053728,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170512,51.98,66.02,,14.316416,280,31.093466,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170523,57.92,78.08,,7.605596,280,21.027236,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170606,53.96,73.04,,7.381902,280,23.040482,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170623,62.06,82.94,,8.052984,280,19.908766,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170628,57.92,75.92,,6.71082,280,19.01399,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170629,57.92,75.02,,7.158208,280,23.040482,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170703,55.94,82.04,,7.605596,280,21.027236,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170709,57.92,84.92,,6.934514,280,19.01399,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170801,59,89.96,,5.59235,280,19.908766,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170818,60.98,82.94,,6.039738,280,19.01399,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170830,57.92,80.06,,6.934514,280,17.000744,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170909,64.94,86,,4.921268,280,21.027236,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170916,57.02,80.06,,6.263432,280,19.01399,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170125,35.96,53.06,42.44,2.23694,280,10.06623,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170227,35.96,51.08,,2.908022,280,14.092722,0,0,0.29921276
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170421,42.08,62.96,49.64,2.908022,280,12.079476,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170531,48.02,64.04,52.7,4.697574,280,14.987498,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170624,50,62.96,54.5,4.026492,280,12.079476,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170731,51.08,62.96,56.84,4.921268,280,12.079476,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170312,31.1,66.92,,4.250186,280,18.119214,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170517,33.98,60.08,,6.263432,280,23.040482,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170613,39.92,73.04,,3.35541,280,17.000744,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170913,53.06,87.08,,1.342164,280,16.105968,,,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170213,39.92,60.08,50.72,2.460634,280,8.94776,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170707,69.08,111.02,89.78,5.816044,280,18.119214,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170214,33.98,69.08,48.74,2.23694,280,10.06623,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170616,66.02,98.96,81.68,4.921268,280,16.105968,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170412,33.08,53.06,,12.526864,280,29.08022,,,0.37007894
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170102,35.96,44.96,,8.94776,280,31.988242,,0,0.46850419
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170116,32,55.94,,3.802798,280,10.06623,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170127,35.06,55.94,,4.250186,280,23.040482,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170129,35.06,53.96,,3.579104,280,12.079476,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170226,33.08,46.94,,6.71082,280,29.08022,,0,0.40157502
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170305,35.06,44.96,,9.618842,280,38.922756,,0,1.11811084
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170313,42.98,66.02,,2.908022,280,18.119214,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170420,41,57.02,,5.816044,280,16.105968,0,0,0
